name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
suticollo,2025-02-15T09:00:00,57.2,57.2,55.4,93.7,0,0,rain,0,0,9.8,0,0,1027,100,5,233,0.8,2,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-15T10:00:00,60.8,60.8,59,93.79,0,0,,0,0,12.5,3.4,290,1026,100,6.2,462,1.7,5,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-15T11:00:00,64,64,55.7,74.43,0,0,,0,0,14.5,4.7,280,1026,100,7.7,343,1.2,3,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-15T12:00:00,66.2,66.2,55.4,68.18,0,0,,0,0,14.8,3.4,220,1025,89,6.2,561,2,6,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-15T13:00:00,71.6,71.6,55.4,56.66,0,0,,0,0,14.3,4.7,250,1023,89,6.2,506,1.8,5,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-15T14:00:00,69.8,69.8,53.6,56.41,0,0,,0,0,13.9,3.4,320,1022,89,6.2,371,1.3,4,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-15T15:00:00,75.2,75.2,53.6,47.01,0,0,rain,0,0,12.1,5.8,290,1021,89,6.2,393,1.4,4,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-15T16:00:00,73.4,73.4,50,43.73,0,0,,0,0,11.9,3.4,220,1019,89,6.2,295,1.1,3,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-15T17:00:00,71.7,71.7,49.8,46.02,0,0,,0,0,11,3.4,180,1019,89,7.7,182,0.7,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-15T18:00:00,66.2,66.2,51.8,59.76,0,0,,0,0,11.6,13.9,140,1019,89,6.2,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-15T19:00:00,66.2,66.2,51.8,59.76,0,0,,0,0,7.4,6.9,130,1020,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-15T20:00:00,65.8,65.8,52.1,61.1,0,0,,0,0,7.2,6.9,110,1021,89,7.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-15T21:00:00,64.4,64.4,53.6,67.97,0,0,,0,0,7.2,3.4,330,1022,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-15T22:00:00,64.4,64.4,51.8,63.62,0,0,,0,0,5.8,3.4,310,1022,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-15T23:00:00,64,64,55.2,73.02,0,0,,0,0,6.3,0,0,1023,89,7.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-16T00:00:00,64.4,64.4,53.6,67.97,0,0,,0,0,6,3.4,80,1023,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-16T01:00:00,62.6,62.6,55.4,77.31,0,0,,0,0,4.9,3.4,120,1023,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-16T02:00:00,62.7,62.7,56.8,81.21,0,0,,0,0,5.4,4.7,10,1022,89,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-16T03:00:00,59,59,59,100,0,0,,0,0,5.1,11.4,140,1022,100,4.3,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-16T04:00:00,55.4,55.4,55.4,100,0,0,,0,0,4.3,11.4,140,1023,100,3.7,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-16T05:00:00,56.8,56.8,56.8,100,0,0,,0,0,4.3,5.8,110,1023,100,3.7,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-16T06:00:00,55.3,55.3,55.3,100,0,0,,0,0,4,3.4,250,1024,100,5,0,0,0,10,Overcast,cloudy,"F9120,SLCB"
suticollo,2025-02-16T07:00:00,55.4,55.4,55.4,100,0,0,,0,0,4.5,3.4,250,1025,100,5,15,0.1,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-16T08:00:00,57,57,57,100,0,0,,0,0,6.9,3.4,230,1025,93.9,6.2,60,0.2,1,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-16T09:00:00,62.6,62.6,59,88.01,0,0,,0,0,7.6,3.4,310,1026,89,6.2,207,0.7,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T10:00:00,66.2,66.2,55.4,68.18,0,0,,0,0,9.6,3.4,260,1026,89,6.2,471,1.7,5,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T11:00:00,68.3,68.3,55.7,64.1,0,0,,0,0,13,3.4,280,1025,64.8,9.3,944,3.4,9,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T12:00:00,71.6,71.6,55.4,56.66,0,0,,0,0,14.8,4.7,270,1024,50,6.2,738,2.7,7,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T13:00:00,73.4,73.4,48.2,40.89,0,0,,0,0,17.2,4.7,210,1023,50,6.2,653,2.4,7,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T14:00:00,75.5,75.5,57,52.76,0,0,,0,0,17.4,4.7,210,1021,64.8,7.1,962,3.5,10,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T15:00:00,73.4,73.4,59,60.7,0,0,,0,0,16.6,3.4,110,1020,89,6.2,190,0.7,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T16:00:00,75.2,75.2,53.6,47.01,0,0,,0,0,15.2,4.7,30,1019,89,6.2,244,0.9,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T17:00:00,73,73,55,53.1,0,0,,0,0,12.3,8.1,230,1019,89,3.7,139,0.5,1,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T18:00:00,68,68,59,72.94,0,0,rain,0,0,9.8,11.4,140,1020,89,5,7,0,0,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-16T19:00:00,60.8,60.8,57.2,87.93,0,0,rain,0,0,9.6,4.7,240,1022,100,5,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-16T20:00:00,60.4,60.4,58.8,94.68,0.118,100,rain,0,0,9.4,3.4,140,1023,100,5,0,0,0,10,"Rain, Overcast",rain,"85223099999,F9120,SLCB"
suticollo,2025-02-16T21:00:00,59,59,59,100,0,0,,0,0,8.9,0,0,1023,89,5,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-16T22:00:00,59,59,59,100,0,0,rain,0,0,8.9,0,0,1024,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-16T23:00:00,60.4,60.4,60.4,100,0,0,,0,0,8.9,3.4,300,1024,89,7.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-17T00:00:00,60.8,60.8,60.8,100,0,0,rain,0,0,8.5,3.4,280,1024,100,6.2,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-17T01:00:00,60.8,60.8,60.8,100,0,0,rain,0,0,7.2,3.4,280,1024,100,6.2,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-17T02:00:00,59.3,59.3,59.3,100,0.024,100,rain,0,0,7.2,0,0,1023,100,7.7,0,0,0,10,"Rain, Overcast",rain,"85223099999,F9120,SLCB"
suticollo,2025-02-17T03:00:00,59,59,59,100,0,0,,0,0,7.6,3.4,320,1023,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-17T04:00:00,59,59,59,100,0,0,,0,0,8.7,0,0,1023,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-17T05:00:00,59,59,59,100,0,0,,0,0,8.5,0,0,1023,89,7.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-17T06:00:00,59,59,59,100,0,0,,0,0,8.7,0,0,1023,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-17T07:00:00,59,59,59,100,0,0,,0,0,8.7,3.4,230,1024,89,6.2,48,0.2,0,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T08:00:00,60.8,60.8,60.8,100,0,0,,0,0,8.3,0,0,1025,89,7.7,141,0.5,1,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T09:00:00,64.4,64.4,60.8,88.1,0,0,,0,0,8.3,0,0,1026,89,6.2,328,1.2,3,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T10:00:00,71.6,71.6,59,64.5,0,0,,0,0,8.7,3.4,120,1026,89,6.2,360,1.3,4,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T11:00:00,71.7,71.7,56.8,59.33,0,0,,0,0,9.4,3.4,160,1025,89,7.7,169,0.6,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T12:00:00,73.4,73.4,55.4,53.32,0,0,,0,0,10.1,4.7,10,1024,89,6.2,149,0.5,1,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T13:00:00,71.6,71.6,53.6,53.06,0,0,,0,0,10.7,6.9,360,1024,89,6.2,157,0.6,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T14:00:00,73.5,73.5,53.7,49.95,0,0,,0,0,11.6,4.7,20,1023,89,7.1,395,1.4,4,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T15:00:00,75.2,75.2,55.4,50.2,0,0,,0,0,10.3,5.8,140,1021,89,6.2,258,0.9,3,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T16:00:00,73.4,73.4,50,43.73,0,0,,0,0,10.5,5.8,200,1021,89,6.2,126,0.5,1,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T17:00:00,70.1,70.1,55,58.93,0,0,,0,0,10.1,8.1,350,1021,89,7.1,96,0.3,1,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T18:00:00,68,68,55.4,64.07,0,0,,0,0,12.1,5.8,300,1021,89,6.2,7,0,0,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-17T19:00:00,59.6,59.6,48.8,67.43,0,0,rain,0,0,10.7,3.4,85.7,1012,93.9,12,26.1,0.1,0,10,Overcast,cloudy,remote
suticollo,2025-02-17T20:00:00,64.4,64.4,56.8,76.48,0,0,rain,0,0,2.5,8.1,160,1023,89,7.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-17T21:00:00,60.8,60.8,57.2,87.93,0,0,rain,0,0,0.7,8.1,170,1024,89,5.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-17T22:00:00,60.8,60.8,59,93.79,0,0,rain,0,0,1.3,6.9,160,1025,100,3.7,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-17T23:00:00,57.5,57.5,57.5,100,0,0,,0,0,1.8,3.4,340,1026,100,4.3,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T00:00:00,59,59,59,100,0,0,,0,0,2.5,3.4,180,1026,100,5,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T01:00:00,59,59,57.2,93.75,0,0,,0,0,2.5,3.4,180,1026,100,5,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T02:00:00,57.3,57.3,57,99.05,0.394,100,rain,0,0,1.8,4.7,320,1026,100,5,0,0,0,10,"Rain, Overcast",rain,"85223099999,F9120,SLCB"
suticollo,2025-02-18T03:00:00,57.2,57.2,57.2,100,0,0,rain,0,0,2.5,3.4,300,1026,100,5,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T04:00:00,57.2,57.2,57.2,100,0,0,rain,0,0,4,0,0,1026,100,5,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T05:00:00,55.7,55.7,55.7,100,0,0,rain,0,0,4.3,5.8,110,1026,100,5,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T06:00:00,55.4,55.4,55.4,100,0,0,,0,0,3.8,3.4,30,1026,100,5,0,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T07:00:00,55.4,55.4,55.4,100,0,0,,0,0,4,3.4,310,1027,100,3.7,10,0,0,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T08:00:00,56.8,56.8,56.8,100,0,0,,0,0,3.1,3.4,310,1028,100,3.1,64,0.2,1,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T09:00:00,57.2,57.2,57.2,100,0,0,rain,0,0,3.6,4.7,330,1029,89,4.3,185,0.7,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-18T10:00:00,60.8,60.8,60.8,100,0,0,,0,0,3.4,3.4,300,1029,89,6.2,289,1,3,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-18T11:00:00,64.2,64.2,57.5,78.7,0,0,,0,0,6,3.4,290,1028,100,7.7,424,1.5,4,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T12:00:00,66.2,66.2,55.4,68.18,0,0,rain,0,0,7.2,3.4,30,1027,100,6.2,412,1.5,4,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T13:00:00,69.8,69.8,53.6,56.41,0,0,,0,0,2,4.7,10,1026,89,6.2,469,1.7,5,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-18T14:00:00,69.4,69.4,53.2,56.53,0.016,100,rain,0,0,2.9,6.9,300,1024,89,5.6,625,2.3,6,10,"Rain, Partially cloudy",rain,"85223099999,F9120,SLCB"
suticollo,2025-02-18T15:00:00,75.2,75.2,53.6,47.01,0,0,,0,0,4.5,6.9,300,1023,89,6.2,260,0.9,3,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-18T16:00:00,71.6,71.6,55.4,56.66,0,0,,0,0,3.6,5.8,270,1022,89,5.6,178,0.6,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-18T17:00:00,68.3,68.3,56.8,66.68,0,0,,0,0,2.7,5.8,330,1021,93.9,5,121,0.4,1,10,Overcast,cloudy,"85223099999,F9120,SLCB"
suticollo,2025-02-18T18:00:00,66.2,66.2,59,77.62,0,0,,0,0,4.7,6.9,290,1022,89,5.6,64,0.2,1,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-18T19:00:00,64.4,64.4,59,82.63,0,0,rain,0,0,5.4,5.8,250,1023,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-18T20:00:00,64,64,57.3,78.68,0.012,100,rain,0,0,6,6.9,250,1024,89,7.7,0,0,0,10,"Rain, Partially cloudy",rain,"85223099999,F9120,SLCB"
suticollo,2025-02-18T21:00:00,62.6,62.6,57.2,82.51,0,0,rain,0,0,8.9,4.7,340,1025,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-18T22:00:00,60.8,60.8,57.2,87.93,0,0,,0,0,6.3,6.9,330,1026,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-18T23:00:00,60.4,60.4,57.2,89.32,0,0,,0,0,3.8,5.8,360,1027,89,7.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-19T00:00:00,59,59,57.2,93.75,0,0,,0,0,2.9,4.7,330,1026,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-19T01:00:00,59,59,57.2,93.75,0,0,,0,0,2.7,4.7,330,1026,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-19T02:00:00,59.1,59.1,56.8,91.97,0,0,rain,0,0,1.8,3.4,320,1025,89,7.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-19T03:00:00,59,59,57.2,93.75,0,0,rain,0,0,2.9,3.4,310,1025,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-19T04:00:00,59,59,57.2,93.75,0,0,rain,0,0,2.5,3.4,320,1025,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-19T05:00:00,58.6,58.6,57.3,95.25,0,0,rain,0,0,1.8,0,0,1025,89,7.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-19T06:00:00,59,59,57.2,93.75,0,0,,0,0,2,3.4,330,1025,89,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"85223099999,F9120,SLCB"
suticollo,2025-02-19T07:00:00,59,59,57.2,93.75,0,0,,0,0,1.3,0,0,1026,89,5.6,88,0.3,1,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-19T08:00:00,62.9,62.9,60.4,91.8,0,0,rain,0,0,1.8,0,0,1026,89,5.6,180,0.6,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-19T09:00:00,62.6,62.6,59,88.01,0,0,rain,0,0,1.6,0,0,1027,89,6.2,201,0.7,2,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
suticollo,2025-02-19T10:00:00,69.8,69.8,59,68.58,0,0,,0,0,3.1,3.4,250,1026,89,6.2,702,2.5,7,10,Partially cloudy,partly-cloudy-day,"85223099999,F9120,SLCB"
